Setup title,MFCV-Low(1)
-0.6,1.2133E-10,6.07567E-09,,2280.157,
-0.4,1.21535E-10,6.00192E-09,,2280.157,
-0.2,1.21843E-10,5.54866E-09,,2280.157,
0,1.22305E-10,4.90304E-09,,2280.157,
0.2,1.23016E-10,4.04518E-09,,2280.157,
0.4,1.24026E-10,3.33965E-09,,2280.157,
0.6,1.25267E-10,2.53772E-09,,2280.157,
0.8,1.26599E-10,1.87583E-09,,2280.157,
1,1.27867E-10,1.329E-09,,2280.157,
1.2,1.28988E-10,9.48691E-10,,2280.157,
1.4,1.29914E-10,9.2804E-10,,2280.157,
1.6,1.30668E-10,7.98942E-10,,2280.157,
1.8,1.31283E-10,7.68021E-10,,2280.157,
2,1.31776E-10,4.96321E-10,,2280.157,
2.2,1.32189E-10,3.18813E-10,,2280.157,
2.4,1.32502E-10,4.95777E-10,,2280.157,
2.6,1.32798E-10,4.10084E-10,,2280.157,
2.8,1.3302E-10,4.10635E-10,,2280.157,
3,1.33218E-10,3.21585E-10,,2280.157,
3.2,1.33397E-10,4.09764E-10,,2280.157,
3.4,1.33533E-10,4.34771E-10,,2280.157,
3.6,1.33703E-10,4.53611E-10,,2280.157,
3.8,1.33783E-10,2.84515E-10,,2280.157,
4,1.33885E-10,4.74237E-10,,2280.157,
4.2,1.33979E-10,3.8799E-10,,2280.157,
4.4,1.34042E-10,7.21765E-10,,2280.157,
4.6,1.34134E-10,1.17748E-10,,2280.157,
4.8,1.34198E-10,3.62116E-10,,2280.157,
5,1.34229E-10,3.22373E-10,,2280.157,
5.2,1.34302E-10,3.34875E-10,,2280.157,
5.4,1.34339E-10,4.54277E-10,,2280.157,
5.6,1.34396E-10,3.56116E-10,,2280.157,
5.8,1.34417E-10,4.13729E-10,,2280.157,
6,1.34483E-10,2.86559E-10,,2280.157,
6.2,1.3451E-10,3.70398E-10,,2280.157,
6.4,1.34557E-10,2.60119E-10,,2280.157,
6.6,1.34556E-10,3.87872E-10,,2280.157,
6.8,1.34624E-10,5.40845E-10,,2280.157,
7,1.34638E-10,-2.73928E-11,,2280.157,
7.2,1.34648E-10,7.59207E-11,,2280.157,
7.4,1.34684E-10,2.86518E-10,,2280.157,
7.6,1.34715E-10,3.56051E-10,,2280.157,
7.8,1.34751E-10,-1.76428E-10,,2280.157,
8,1.34745E-10,2.53524E-10,,2280.157,
8.2,1.34773E-10,2.97825E-10,,2280.157,
8.4,1.34787E-10,6.59581E-11,,2280.157,
8.6,1.34794E-10,4.95113E-10,,2280.157,
8.8,1.34817E-10,2.69603E-10,,2280.157,
9,1.34843E-10,1.04491E-10,,2280.157,
9.2,1.34856E-10,5.50732E-10,,2280.157,
9.4,1.3487E-10,4.40062E-10,,2280.157,
9.6,1.34906E-10,4.87143E-10,,2280.157,
9.8,1.34874E-10,4.15027E-10,,2280.157,
10,1.34919E-10,4.36079E-10,,2280.157,
10,1.34923E-10,2.9998E-10,,2280.157,
9.8,1.34901E-10,1.79185E-10,,2280.157,
9.6,1.34888E-10,6.02383E-10,,2280.157,
9.4,1.34865E-10,1.47204E-10,,2280.157,
9.2,1.34876E-10,3.89794E-10,,2280.157,
9,1.34844E-10,3.0238E-10,,2280.157,
8.8,1.34828E-10,4.91132E-10,,2280.157,
8.6,1.34807E-10,3.24243E-10,,2280.157,
8.4,1.3478E-10,2.09012E-10,,2280.157,
8.2,1.34767E-10,-7.51031E-11,,2280.157,
8,1.34749E-10,3.38162E-10,,2280.157,
7.8,1.34721E-10,3.69759E-10,,2280.157,
7.6,1.34689E-10,3.71951E-10,,2280.157,
7.4,1.347E-10,2.77772E-10,,2280.157,
7.2,1.34649E-10,4.01573E-11,,2280.157,
7,1.3464E-10,4.11499E-10,,2280.157,
6.8,1.34604E-10,4.23427E-10,,2280.157,
6.6,1.34581E-10,3.98199E-10,,2280.157,
6.4,1.34545E-10,2.82572E-10,,2280.157,
6.2,1.3451E-10,4.56229E-10,,2280.157,
6,1.34464E-10,5.67501E-10,,2280.157,
5.8,1.34454E-10,-1.38618E-10,,2280.157,
5.6,1.34405E-10,3.46179E-10,,2280.157,
5.4,1.3436E-10,4.29636E-10,,2280.157,
5.2,1.34295E-10,3.64083E-10,,2280.157,
5,1.3426E-10,3.0071E-10,,2280.157,
4.8,1.34188E-10,5.21065E-10,,2280.157,
4.6,1.34122E-10,7.91288E-10,,2280.157,
4.4,1.34053E-10,5.41755E-10,,2280.157,
4.2,1.3396E-10,5.23098E-10,,2280.157,
4,1.33906E-10,5.33043E-10,,2280.157,
3.8,1.33794E-10,1.45633E-10,,2280.157,
3.6,1.33652E-10,3.5428E-10,,2280.157,
3.4,1.3356E-10,6.06626E-10,,2280.157,
3.2,1.33407E-10,1.85543E-11,,2280.157,
3,1.33211E-10,1.43765E-10,,2280.157,
2.8,1.33006E-10,4.25937E-10,,2280.157,
2.6,1.32784E-10,5.16383E-10,,2280.157,
2.4,1.32494E-10,6.38632E-10,,2280.157,
2.2,1.3216E-10,4.18161E-10,,2280.157,
2,1.31749E-10,2.41416E-10,,2280.157,
1.8,1.31258E-10,4.66028E-10,,2280.157,
1.6,1.30626E-10,6.62455E-10,,2280.157,
1.4,1.29876E-10,8.73608E-10,,2280.157,
1.2,1.28927E-10,1.03831E-09,,2280.157,
1,1.27813E-10,1.26344E-09,,2280.157,
0.8,1.26531E-10,1.81863E-09,,2280.157,
0.6,1.25194E-10,2.54786E-09,,2280.157,
0.4,1.23956E-10,3.21728E-09,,2280.157,
0.2,1.22978E-10,4.15407E-09,,2280.157,
0,1.22274E-10,4.80589E-09,,2280.157,
-0.2,1.21811E-10,5.50793E-09,,2280.157,
-0.4,1.21525E-10,5.92999E-09,,2280.157,
-0.6,1.21324E-10,6.1017E-09,,2280.157,
-0.8,1.21168E-10,6.14643E-09,,2280.157,
-1,1.2103E-10,6.03758E-09,,2280.157,
-1.2,1.2093E-10,6.02787E-09,,2280.157,
-1.4,1.20827E-10,5.65078E-09,,2280.157,
-1.6,1.20747E-10,5.06747E-09,,2280.157,
-1.8,1.20668E-10,4.71541E-09,,2280.157,
-2,1.20594E-10,4.07587E-09,,2280.157,
-2.2,1.20545E-10,3.64314E-09,,2280.157,
-2.4,1.20492E-10,3.20705E-09,,2280.157,
-2.6,1.20456E-10,2.82041E-09,,2280.157,
-2.8,1.20442E-10,2.31417E-09,,2280.157,
-3,1.20401E-10,1.86496E-09,,2280.157,
-3.2,1.20372E-10,1.81191E-09,,2280.157,
-3.4,1.20349E-10,1.76781E-09,,2280.157,
-3.6,1.2034E-10,1.29355E-09,,2280.157,
-3.8,1.20315E-10,1.15011E-09,,2280.157,
-4,1.20313E-10,1.02117E-09,,2280.157,
-4.2,1.20294E-10,1.01819E-09,,2280.157,
-4.4,1.20256E-10,7.91896E-10,,2280.157,
-4.6,1.2025E-10,7.19179E-10,,2280.157,
-4.8,1.20232E-10,6.53418E-10,,2280.157,
-5,1.20219E-10,7.88327E-10,,2280.157,
-5,1.20226E-10,8.77551E-10,,2615.927,
-4.8,1.20243E-10,9.04371E-10,,2615.927,
-4.6,1.20269E-10,1.11914E-09,,2615.927,
-4.4,1.2029E-10,1.22484E-09,,2615.927,
-4.2,1.20304E-10,1.36769E-09,,2615.927,
-4,1.20326E-10,1.49067E-09,,2615.927,
-3.8,1.20341E-10,1.74121E-09,,2615.927,
-3.6,1.20366E-10,1.76405E-09,,2615.927,
-3.4,1.20385E-10,2.00088E-09,,2615.927,
-3.2,1.20414E-10,2.61481E-09,,2615.927,
-3,1.20421E-10,2.72051E-09,,2615.927,
-2.8,1.20454E-10,3.11906E-09,,2615.927,
-2.6,1.20482E-10,3.43397E-09,,2615.927,
-2.4,1.20515E-10,3.94737E-09,,2615.927,
-2.2,1.20569E-10,4.27677E-09,,2615.927,
-2,1.20608E-10,4.83626E-09,,2615.927,
-1.8,1.20685E-10,5.42594E-09,,2615.927,
-1.6,1.20752E-10,5.87376E-09,,2615.927,
-1.4,1.20823E-10,6.16005E-09,,2615.927,
-1.2,1.20915E-10,6.88762E-09,,2615.927,
-1,1.2102E-10,6.86535E-09,,2615.927,
-0.8,1.21138E-10,6.9156E-09,,2615.927,
-0.6,1.21294E-10,6.98809E-09,,2615.927,
-0.4,1.21494E-10,6.79593E-09,,2615.927,
-0.2,1.21809E-10,6.2942E-09,,2615.927,
0,1.22289E-10,5.56615E-09,,2615.927,
0.2,1.22985E-10,4.65626E-09,,2615.927,
0.4,1.23991E-10,3.7483E-09,,2615.927,
0.6,1.25242E-10,2.8274E-09,,2615.927,
0.8,1.2658E-10,2.2043E-09,,2615.927,
1,1.27862E-10,1.79917E-09,,2615.927,
1.2,1.28969E-10,1.41294E-09,,2615.927,
1.4,1.29899E-10,1.16681E-09,,2615.927,
1.6,1.30668E-10,9.8171E-10,,2615.927,
1.8,1.31269E-10,9.1346E-10,,2615.927,
2,1.3177E-10,7.80655E-10,,2615.927,
2.2,1.32164E-10,1.10703E-09,,2615.927,
2.4,1.32511E-10,8.30797E-10,,2615.927,
2.6,1.32777E-10,7.39358E-10,,2615.927,
2.8,1.33027E-10,2.80357E-10,,2615.927,
3,1.33238E-10,6.1411E-10,,2615.927,
3.2,1.33389E-10,6.57993E-10,,2615.927,
3.4,1.33535E-10,5.80084E-10,,2615.927,
3.6,1.3368E-10,6.96489E-10,,2615.927,
3.8,1.33786E-10,7.04815E-10,,2615.927,
4,1.33879E-10,7.74935E-10,,2615.927,
4.2,1.3398E-10,6.41999E-10,,2615.927,
4.4,1.34042E-10,6.99805E-10,,2615.927,
4.6,1.34145E-10,4.15272E-10,,2615.927,
4.8,1.34193E-10,5.22553E-10,,2615.927,
5,1.34252E-10,3.2982E-10,,2615.927,
5.2,1.34295E-10,5.79558E-10,,2615.927,
5.4,1.34358E-10,6.79287E-10,,2615.927,
5.6,1.34394E-10,9.81479E-10,,2615.927,
5.8,1.34442E-10,5.05425E-10,,2615.927,
6,1.34477E-10,5.55686E-10,,2615.927,
6.2,1.34505E-10,5.88265E-10,,2615.927,
6.4,1.34547E-10,5.33024E-10,,2615.927,
6.6,1.34579E-10,4.72817E-10,,2615.927,
6.8,1.34597E-10,6.91168E-10,,2615.927,
7,1.34645E-10,-2.39032E-11,,2615.927,
7.2,1.34657E-10,6.61554E-10,,2615.927,
7.4,1.34665E-10,9.09907E-10,,2615.927,
7.6,1.34727E-10,2.90003E-10,,2615.927,
7.8,1.34733E-10,3.93318E-10,,2615.927,
8,1.34763E-10,4.42586E-10,,2615.927,
8.2,1.34769E-10,5.39543E-10,,2615.927,
8.4,1.34796E-10,6.13449E-10,,2615.927,
8.6,1.34801E-10,6.4484E-10,,2615.927,
8.8,1.34827E-10,7.42786E-10,,2615.927,
9,1.34845E-10,5.0933E-10,,2615.927,
9.2,1.34854E-10,7.34437E-10,,2615.927,
9.4,1.34868E-10,8.19074E-10,,2615.927,
9.6,1.34871E-10,7.6682E-10,,2615.927,
9.8,1.34897E-10,7.96022E-10,,2615.927,
10,1.34909E-10,4.60046E-10,,2615.927,
10,1.34903E-10,5.90383E-10,,2615.927,
9.8,1.34901E-10,5.12499E-10,,2615.927,
9.6,1.3488E-10,6.19593E-10,,2615.927,
9.4,1.34878E-10,2.78057E-10,,2615.927,
9.2,1.34858E-10,4.37404E-10,,2615.927,
9,1.34839E-10,7.02849E-10,,2615.927,
8.8,1.34813E-10,5.12912E-10,,2615.927,
8.6,1.34801E-10,5.19868E-10,,2615.927,
8.4,1.34789E-10,3.93308E-10,,2615.927,
8.2,1.34779E-10,4.17152E-10,,2615.927,
8,1.34744E-10,6.5538E-10,,2615.927,
7.8,1.34726E-10,6.73264E-10,,2615.927,
7.6,1.34713E-10,5.2326E-10,,2615.927,
7.4,1.34695E-10,4.99421E-10,,2615.927,
7.2,1.34663E-10,5.93007E-10,,2615.927,
7,1.34618E-10,4.52942E-10,,2615.927,
6.8,1.34604E-10,6.28581E-10,,2615.927,
6.6,1.34571E-10,5.02621E-10,,2615.927,
6.4,1.34546E-10,9.37544E-10,,2615.927,
6.2,1.34515E-10,3.47657E-10,,2615.927,
6,1.34476E-10,5.64229E-10,,2615.927,
5.8,1.34439E-10,3.17868E-10,,2615.927,
5.6,1.34405E-10,4.88543E-10,,2615.927,
5.4,1.34343E-10,5.36237E-10,,2615.927,
5.2,1.34303E-10,6.27837E-10,,2615.927,
5,1.34267E-10,3.27831E-10,,2615.927,
4.8,1.34182E-10,7.67731E-10,,2615.927,
4.6,1.3411E-10,6.26678E-10,,2615.927,
4.4,1.3405E-10,5.69268E-10,,2615.927,
4.2,1.33955E-10,5.98888E-10,,2615.927,
4,1.3388E-10,5.38501E-10,,2615.927,
3.8,1.33775E-10,5.17657E-10,,2615.927,
3.6,1.33649E-10,2.60383E-10,,2615.927,
3.4,1.33533E-10,5.0538E-10,,2615.927,
3.2,1.33375E-10,8.43367E-10,,2615.927,
3,1.33209E-10,5.71596E-10,,2615.927,
2.8,1.32987E-10,9.78538E-10,,2615.927,
2.6,1.32765E-10,3.93651E-10,,2615.927,
2.4,1.32485E-10,8.21662E-10,,2615.927,
2.2,1.32135E-10,8.44769E-10,,2615.927,
2,1.31751E-10,5.99062E-10,,2615.927,
1.8,1.31243E-10,7.66638E-10,,2615.927,
1.6,1.30619E-10,8.88138E-10,,2615.927,
1.4,1.29855E-10,1.06827E-09,,2615.927,
1.2,1.28929E-10,1.34619E-09,,2615.927,
1,1.27787E-10,1.68891E-09,,2615.927,
0.8,1.26539E-10,2.43915E-09,,2615.927,
0.6,1.25176E-10,2.87648E-09,,2615.927,
0.4,1.23943E-10,3.81209E-09,,2615.927,
0.2,1.22959E-10,4.82077E-09,,2615.927,
0,1.22254E-10,5.75748E-09,,2615.927,
-0.2,1.21798E-10,6.22943E-09,,2615.927,
-0.4,1.21492E-10,6.75739E-09,,2615.927,
-0.6,1.21274E-10,6.99485E-09,,2615.927,
-0.8,1.21131E-10,7.1572E-09,,2615.927,
-1,1.21001E-10,6.91602E-09,,2615.927,
-1.2,1.20895E-10,6.51628E-09,,2615.927,
-1.4,1.20803E-10,6.06489E-09,,2615.927,
-1.6,1.2072E-10,5.60793E-09,,2615.927,
-1.8,1.20642E-10,5.01328E-09,,2615.927,
-2,1.20582E-10,4.52751E-09,,2615.927,
-2.2,1.2052E-10,3.93465E-09,,2615.927,
-2.4,1.20474E-10,3.4896E-09,,2615.927,
-2.6,1.20448E-10,2.87607E-09,,2615.927,
-2.8,1.20417E-10,2.40421E-09,,2615.927,
-3,1.20398E-10,2.33248E-09,,2615.927,
-3.2,1.20368E-10,2.06287E-09,,2615.927,
-3.4,1.20348E-10,1.64524E-09,,2615.927,
-3.6,1.20316E-10,1.64942E-09,,2615.927,
-3.8,1.20294E-10,1.34564E-09,,2615.927,
-4,1.20289E-10,1.2008E-09,,2615.927,
-4.2,1.20273E-10,1.12014E-09,,2615.927,
-4.4,1.20251E-10,1.13544E-09,,2615.927,
-4.6,1.20248E-10,7.97081E-10,,2615.927,
-4.8,1.2022E-10,9.34575E-10,,2615.927,
-5,1.20204E-10,8.97026E-10,,2615.927,
-5,1.20207E-10,9.0149E-10,,3001.141,
-4.8,1.20249E-10,1.30143E-09,,3001.141,
-4.6,1.20265E-10,1.01393E-09,,3001.141,
-4.4,1.20278E-10,1.24738E-09,,3001.141,
-4.2,1.20295E-10,1.37672E-09,,3001.141,
-4,1.20318E-10,1.44367E-09,,3001.141,
-3.8,1.2034E-10,1.89607E-09,,3001.141,
-3.6,1.20352E-10,2.03118E-09,,3001.141,
-3.4,1.20382E-10,2.16647E-09,,3001.141,
-3.2,1.20404E-10,2.79312E-09,,3001.141,
-3,1.2042E-10,2.72854E-09,,3001.141,
-2.8,1.20451E-10,3.32339E-09,,3001.141,
-2.6,1.20466E-10,3.31624E-09,,3001.141,
-2.4,1.20522E-10,4.11553E-09,,3001.141,
-2.2,1.20561E-10,4.66031E-09,,3001.141,
-2,1.20603E-10,5.35987E-09,,3001.141,
-1.8,1.20663E-10,5.70616E-09,,3001.141,
-1.6,1.20728E-10,6.11047E-09,,3001.141,
-1.4,1.20805E-10,6.65286E-09,,3001.141,
-1.2,1.20877E-10,7.32798E-09,,3001.141,
-1,1.21001E-10,7.64227E-09,,3001.141,
-0.8,1.21111E-10,7.95895E-09,,3001.141,
-0.6,1.21263E-10,7.8262E-09,,3001.141,
-0.4,1.21471E-10,7.54204E-09,,3001.141,
-0.2,1.21788E-10,7.22269E-09,,3001.141,
0,1.22259E-10,6.37342E-09,,3001.141,
0.2,1.22968E-10,5.38801E-09,,3001.141,
0.4,1.23975E-10,4.15656E-09,,3001.141,
0.6,1.2523E-10,3.54079E-09,,3001.141,
0.8,1.26551E-10,2.64684E-09,,3001.141,
1,1.27837E-10,1.84807E-09,,3001.141,
1.2,1.28969E-10,1.40498E-09,,3001.141,
1.4,1.29901E-10,1.38452E-09,,3001.141,
1.6,1.30666E-10,1.29893E-09,,3001.141,
1.8,1.31274E-10,1.02581E-09,,3001.141,
2,1.3176E-10,1.07539E-09,,3001.141,
2.2,1.32195E-10,4.05733E-10,,3001.141,
2.4,1.3251E-10,6.2879E-10,,3001.141,
2.6,1.32789E-10,7.31055E-10,,3001.141,
2.8,1.33023E-10,7.12927E-10,,3001.141,
3,1.33218E-10,7.24013E-10,,3001.141,
3.2,1.33388E-10,7.43449E-10,,3001.141,
3.4,1.33529E-10,7.12426E-10,,3001.141,
3.6,1.33662E-10,4.87489E-10,,3001.141,
3.8,1.33784E-10,1.03206E-09,,3001.141,
4,1.3388E-10,8.36929E-10,,3001.141,
4.2,1.33971E-10,6.62267E-10,,3001.141,
4.4,1.34069E-10,8.04703E-10,,3001.141,
4.6,1.34102E-10,5.62302E-10,,3001.141,
4.8,1.34199E-10,5.22347E-10,,3001.141,
5,1.34261E-10,6.78897E-10,,3001.141,
5.2,1.34315E-10,6.2385E-10,,3001.141,
5.4,1.34349E-10,5.91657E-10,,3001.141,
5.6,1.34395E-10,6.22642E-10,,3001.141,
5.8,1.34441E-10,6.73297E-10,,3001.141,
6,1.34476E-10,5.6461E-10,,3001.141,
6.2,1.34522E-10,6.05926E-10,,3001.141,
6.4,1.34556E-10,5.98171E-10,,3001.141,
6.6,1.34592E-10,3.33715E-10,,3001.141,
6.8,1.34604E-10,6.86376E-10,,3001.141,
7,1.3464E-10,8.17897E-10,,3001.141,
7.2,1.34651E-10,4.9265E-10,,3001.141,
7.4,1.34699E-10,6.59137E-10,,3001.141,
7.6,1.34722E-10,7.64832E-10,,3001.141,
7.8,1.34728E-10,7.55095E-10,,3001.141,
8,1.34759E-10,5.06536E-10,,3001.141,
8.2,1.34771E-10,6.04286E-10,,3001.141,
8.4,1.348E-10,5.08713E-10,,3001.141,
8.6,1.34804E-10,6.87329E-10,,3001.141,
8.8,1.34841E-10,8.16465E-10,,3001.141,
9,1.34833E-10,8.20441E-10,,3001.141,
9.2,1.34839E-10,9.00112E-10,,3001.141,
9.4,1.34853E-10,6.63477E-10,,3001.141,
9.6,1.34895E-10,4.94587E-10,,3001.141,
9.8,1.34901E-10,6.25717E-10,,3001.141,
10,1.34911E-10,6.76975E-10,,3001.141,
10,1.34922E-10,6.97239E-10,,3001.141,
9.8,1.34896E-10,7.55259E-10,,3001.141,
9.6,1.34876E-10,6.12609E-10,,3001.141,
9.4,1.34868E-10,6.49963E-10,,3001.141,
9.2,1.34844E-10,8.64149E-10,,3001.141,
9,1.34847E-10,7.69774E-10,,3001.141,
8.8,1.34822E-10,4.15128E-10,,3001.141,
8.6,1.34806E-10,7.45543E-10,,3001.141,
8.4,1.34792E-10,5.64545E-10,,3001.141,
8.2,1.34761E-10,2.97918E-10,,3001.141,
8,1.34743E-10,6.7085E-10,,3001.141,
7.8,1.34723E-10,6.8059E-10,,3001.141,
7.6,1.34721E-10,6.50589E-10,,3001.141,
7.4,1.34686E-10,3.5416E-10,,3001.141,
7.2,1.34663E-10,4.26089E-10,,3001.141,
7,1.34634E-10,4.57685E-10,,3001.141,
6.8,1.34594E-10,7.86713E-10,,3001.141,
6.6,1.34577E-10,4.78161E-10,,3001.141,
6.4,1.34566E-10,7.27114E-10,,3001.141,
6.2,1.34527E-10,6.6553E-10,,3001.141,
6,1.34485E-10,5.5825E-10,,3001.141,
5.8,1.3444E-10,5.73756E-10,,3001.141,
5.6,1.34403E-10,5.97407E-10,,3001.141,
5.4,1.34363E-10,9.53854E-10,,3001.141,
5.2,1.34305E-10,3.63577E-10,,3001.141,
5,1.34246E-10,6.31812E-10,,3001.141,
4.8,1.34197E-10,5.4003E-10,,3001.141,
4.6,1.34132E-10,3.7156E-10,,3001.141,
4.4,1.34048E-10,7.86826E-10,,3001.141,
4.2,1.33958E-10,5.37496E-10,,3001.141,
4,1.33885E-10,6.50364E-10,,3001.141,
3.8,1.33772E-10,8.22646E-10,,3001.141,
3.6,1.33655E-10,6.3849E-10,,3001.141,
3.4,1.33526E-10,9.69523E-10,,3001.141,
3.2,1.33392E-10,1.09691E-09,,3001.141,
3,1.33213E-10,6.87457E-10,,3001.141,
2.8,1.32993E-10,3.79741E-10,,3001.141,
2.6,1.32766E-10,1.10697E-09,,3001.141,
2.4,1.32502E-10,9.34169E-10,,3001.141,
2.2,1.32159E-10,8.05889E-10,,3001.141,
2,1.31723E-10,9.15056E-10,,3001.141,
1.8,1.31253E-10,1.02383E-09,,3001.141,
1.6,1.30633E-10,1.16105E-09,,3001.141,
1.4,1.2984E-10,1.36029E-09,,3001.141,
1.2,1.28905E-10,1.57129E-09,,3001.141,
1,1.27774E-10,1.74755E-09,,3001.141,
0.8,1.26493E-10,2.73586E-09,,3001.141,
0.6,1.25156E-10,3.27476E-09,,3001.141,
0.4,1.23921E-10,4.21201E-09,,3001.141,
0.2,1.2292E-10,5.43848E-09,,3001.141,
0,1.22219E-10,6.52542E-09,,3001.141,
-0.2,1.21766E-10,7.03593E-09,,3001.141,
-0.4,1.21456E-10,7.55575E-09,,3001.141,
-0.6,1.21245E-10,7.62811E-09,,3001.141,
-0.8,1.21098E-10,7.68616E-09,,3001.141,
-1,1.20978E-10,7.3965E-09,,3001.141,
-1.2,1.20865E-10,6.9322E-09,,3001.141,
-1.4,1.20767E-10,6.75658E-09,,3001.141,
-1.6,1.2069E-10,6.11584E-09,,3001.141,
-1.8,1.20623E-10,5.26251E-09,,3001.141,
-2,1.20561E-10,4.62058E-09,,3001.141,
-2.2,1.20525E-10,4.10103E-09,,3001.141,
-2.4,1.20464E-10,3.563E-09,,3001.141,
-2.6,1.20439E-10,3.11716E-09,,3001.141,
-2.8,1.20408E-10,2.61788E-09,,3001.141,
-3,1.20379E-10,2.58729E-09,,3001.141,
-3.2,1.20371E-10,1.88037E-09,,3001.141,
-3.4,1.20328E-10,1.71269E-09,,3001.141,
-3.6,1.20327E-10,1.64414E-09,,3001.141,
-3.8,1.20313E-10,1.27082E-09,,3001.141,
-4,1.20288E-10,1.33957E-09,,3001.141,
-4.2,1.20278E-10,1.16255E-09,,3001.141,
-4.4,1.20249E-10,1.31733E-09,,3001.141,
-4.6,1.20247E-10,1.17447E-09,,3001.141,
-4.8,1.20222E-10,1.08785E-09,,3001.141,
-5,1.20212E-10,8.79832E-10,,3001.141,
-5,1.20202E-10,1.22274E-09,,3443.081,
-4.8,1.20235E-10,1.68626E-09,,3443.081,
-4.6,1.20256E-10,1.33915E-09,,3443.081,
-4.4,1.20293E-10,1.22549E-09,,3443.081,
-4.2,1.20295E-10,1.53166E-09,,3443.081,
-4,1.20325E-10,1.80106E-09,,3443.081,
-3.8,1.20335E-10,1.95762E-09,,3443.081,
-3.6,1.20356E-10,2.04921E-09,,3443.081,
-3.4,1.20365E-10,2.60512E-09,,3443.081,
-3.2,1.20395E-10,2.68558E-09,,3443.081,
-3,1.20412E-10,3.30785E-09,,3443.081,
-2.8,1.20434E-10,3.53831E-09,,3443.081,
-2.6,1.20469E-10,4.02765E-09,,3443.081,
-2.4,1.20488E-10,4.56866E-09,,3443.081,
-2.2,1.20527E-10,5.12238E-09,,3443.081,
-2,1.20585E-10,5.86901E-09,,3443.081,
-1.8,1.20638E-10,6.38378E-09,,3443.081,
-1.6,1.20697E-10,6.89795E-09,,3443.081,
-1.4,1.20766E-10,7.59153E-09,,3443.081,
-1.2,1.20849E-10,8.27437E-09,,3443.081,
-1,1.20955E-10,8.50163E-09,,3443.081,
-0.8,1.21069E-10,8.57927E-09,,3443.081,
-0.6,1.21232E-10,8.42087E-09,,3443.081,
-0.4,1.21443E-10,8.37907E-09,,3443.081,
-0.2,1.21745E-10,8.39843E-09,,3443.081,
0,1.22214E-10,7.37922E-09,,3443.081,
0.2,1.22943E-10,6.17296E-09,,3443.081,
0.4,1.23949E-10,5.03316E-09,,3443.081,
0.6,1.25192E-10,4.08819E-09,,3443.081,
0.8,1.26552E-10,3.13443E-09,,3443.081,
1,1.27832E-10,2.19122E-09,,3443.081,
1.2,1.28949E-10,1.93115E-09,,3443.081,
1.4,1.29886E-10,1.68167E-09,,3443.081,
1.6,1.30654E-10,1.32417E-09,,3443.081,
1.8,1.31264E-10,1.1346E-09,,3443.081,
2,1.31756E-10,1.27629E-09,,3443.081,
2.2,1.32167E-10,1.06832E-09,,3443.081,
2.4,1.3249E-10,1.1296E-09,,3443.081,
2.6,1.32791E-10,1.08876E-09,,3443.081,
2.8,1.33018E-10,1.14173E-09,,3443.081,
3,1.33224E-10,1.05821E-09,,3443.081,
3.2,1.33387E-10,1.20518E-09,,3443.081,
3.4,1.33525E-10,1.10976E-09,,3443.081,
3.6,1.33669E-10,1.05924E-09,,3443.081,
3.8,1.33789E-10,7.9376E-10,,3443.081,
4,1.33883E-10,9.26844E-10,,3443.081,
4.2,1.33983E-10,3.16851E-10,,3443.081,
4.4,1.34042E-10,9.81822E-10,,3443.081,
4.6,1.34111E-10,9.65903E-10,,3443.081,
4.8,1.34189E-10,1.03204E-09,,3443.081,
5,1.34271E-10,2.5317E-10,,3443.081,
5.2,1.34305E-10,8.61327E-10,,3443.081,
5.4,1.34349E-10,1.01191E-09,,3443.081,
5.6,1.34395E-10,7.21223E-10,,3443.081,
5.8,1.34442E-10,1.115E-09,,3443.081,
6,1.34481E-10,8.19342E-10,,3443.081,
6.2,1.34526E-10,6.62366E-10,,3443.081,
6.4,1.34546E-10,7.88523E-10,,3443.081,
6.6,1.34576E-10,7.55928E-10,,3443.081,
6.8,1.34612E-10,1.06169E-09,,3443.081,
7,1.34638E-10,8.67367E-10,,3443.081,
7.2,1.34662E-10,8.25238E-10,,3443.081,
7.4,1.34693E-10,8.40724E-10,,3443.081,
7.6,1.34726E-10,5.62953E-10,,3443.081,
7.8,1.34728E-10,8.7866E-10,,3443.081,
8,1.34754E-10,8.88187E-10,,3443.081,
8.2,1.34776E-10,6.92079E-10,,3443.081,
8.4,1.34797E-10,3.62258E-10,,3443.081,
8.6,1.34808E-10,8.7426E-10,,3443.081,
8.8,1.34827E-10,1.49673E-09,,3443.081,
9,1.34839E-10,1.0775E-09,,3443.081,
9.2,1.34861E-10,8.50996E-10,,3443.081,
9.4,1.34866E-10,9.64243E-10,,3443.081,
9.6,1.34878E-10,8.76619E-10,,3443.081,
9.8,1.34896E-10,4.99314E-10,,3443.081,
10,1.34901E-10,7.49851E-10,,3443.081,
10,1.34907E-10,7.27994E-10,,3443.081,
9.8,1.34919E-10,6.60239E-10,,3443.081,
9.6,1.34873E-10,8.4364E-10,,3443.081,
9.4,1.34876E-10,9.09204E-10,,3443.081,
9.2,1.3485E-10,1.0614E-09,,3443.081,
9,1.34826E-10,7.20076E-10,,3443.081,
8.8,1.34844E-10,1.17088E-09,,3443.081,
8.6,1.34789E-10,5.49023E-10,,3443.081,
8.4,1.34789E-10,1.14905E-09,,3443.081,
8.2,1.34763E-10,5.59165E-10,,3443.081,
