Setup title,MFCV-High(1)
-1.4,1.23811E-10,1.22125E-05,,555133.1,
-1.2,1.23844E-10,1.22285E-05,,555133.1,
-1,1.23887E-10,1.2257E-05,,555133.1,
-0.8,1.23949E-10,1.23038E-05,,555133.1,
-0.6,1.24055E-10,1.238E-05,,555133.1,
-0.4,1.24226E-10,1.24789E-05,,555133.1,
-0.2,1.24521E-10,1.26623E-05,,555133.1,
0,1.25004E-10,1.2979E-05,,555133.1,
0.2,1.25768E-10,1.34598E-05,,555133.1,
0.4,1.2685E-10,1.42439E-05,,555133.1,
0.6,1.28184E-10,1.52432E-05,,555133.1,
0.8,1.29602E-10,1.63237E-05,,555133.1,
1,1.30965E-10,1.72795E-05,,555133.1,
1.2,1.32161E-10,1.80563E-05,,555133.1,
1.4,1.33163E-10,1.86083E-05,,555133.1,
1.6,1.33981E-10,1.89707E-05,,555133.1,
1.8,1.3464E-10,1.9207E-05,,555133.1,
2,1.35182E-10,1.93519E-05,,555133.1,
2.2,1.35623E-10,1.94039E-05,,555133.1,
2.4,1.35986E-10,1.94557E-05,,555133.1,
2.6,1.36295E-10,1.94542E-05,,555133.1,
2.8,1.36555E-10,1.94729E-05,,555133.1,
3,1.36779E-10,1.94176E-05,,555133.1,
3.2,1.36974E-10,1.93828E-05,,555133.1,
3.4,1.37137E-10,1.93708E-05,,555133.1,
3.6,1.37276E-10,1.93195E-05,,555133.1,
3.8,1.37409E-10,1.92599E-05,,555133.1,
4,1.37522E-10,1.92118E-05,,555133.1,
4.2,1.37632E-10,1.91708E-05,,555133.1,
4.4,1.37714E-10,1.91158E-05,,555133.1,
4.6,1.378E-10,1.90975E-05,,555133.1,
4.8,1.37876E-10,1.904E-05,,555133.1,
5,1.37943E-10,1.89896E-05,,555133.1,
5.2,1.38011E-10,1.89546E-05,,555133.1,
5.4,1.38061E-10,1.89159E-05,,555133.1,
5.6,1.38112E-10,1.88841E-05,,555133.1,
5.8,1.3816E-10,1.88374E-05,,555133.1,
6,1.38199E-10,1.88039E-05,,555133.1,
6.2,1.38248E-10,1.87629E-05,,555133.1,
6.4,1.38283E-10,1.87415E-05,,555133.1,
6.6,1.38327E-10,1.86732E-05,,555133.1,
6.8,1.38352E-10,1.86923E-05,,555133.1,
7,1.3839E-10,1.8635E-05,,555133.1,
7.2,1.38415E-10,1.85936E-05,,555133.1,
7.4,1.38441E-10,1.85662E-05,,555133.1,
7.6,1.38471E-10,1.85527E-05,,555133.1,
7.8,1.38496E-10,1.85333E-05,,555133.1,
8,1.38519E-10,1.85114E-05,,555133.1,
8.2,1.38545E-10,1.84738E-05,,555133.1,
8.4,1.3856E-10,1.84638E-05,,555133.1,
8.6,1.38577E-10,1.84403E-05,,555133.1,
8.8,1.386E-10,1.84026E-05,,555133.1,
9,1.38621E-10,1.83909E-05,,555133.1,
9.2,1.3864E-10,1.83872E-05,,555133.1,
9.4,1.3865E-10,1.83628E-05,,555133.1,
9.6,1.38667E-10,1.83395E-05,,555133.1,
9.8,1.38683E-10,1.83399E-05,,555133.1,
10,1.38689E-10,1.83112E-05,,555133.1,
10,1.38696E-10,1.83061E-05,,555133.1,
9.8,1.38682E-10,1.83218E-05,,555133.1,
9.6,1.38669E-10,1.83408E-05,,555133.1,
9.4,1.38647E-10,1.83465E-05,,555133.1,
9.2,1.38636E-10,1.83722E-05,,555133.1,
9,1.38617E-10,1.8399E-05,,555133.1,
8.8,1.386E-10,1.84131E-05,,555133.1,
8.6,1.38575E-10,1.84359E-05,,555133.1,
8.4,1.38555E-10,1.84426E-05,,555133.1,
8.2,1.38537E-10,1.84927E-05,,555133.1,
8,1.38523E-10,1.85101E-05,,555133.1,
7.8,1.38492E-10,1.85398E-05,,555133.1,
7.6,1.38467E-10,1.85617E-05,,555133.1,
7.4,1.38443E-10,1.85693E-05,,555133.1,
7.2,1.38415E-10,1.86117E-05,,555133.1,
7,1.38377E-10,1.86435E-05,,555133.1,
6.8,1.38347E-10,1.86764E-05,,555133.1,
6.6,1.38316E-10,1.87048E-05,,555133.1,
6.4,1.38283E-10,1.87319E-05,,555133.1,
6.2,1.38244E-10,1.87623E-05,,555133.1,
6,1.38207E-10,1.88109E-05,,555133.1,
5.8,1.38155E-10,1.88415E-05,,555133.1,
5.6,1.38109E-10,1.88741E-05,,555133.1,
5.4,1.38054E-10,1.89213E-05,,555133.1,
5.2,1.37997E-10,1.89867E-05,,555133.1,
5,1.37939E-10,1.89865E-05,,555133.1,
4.8,1.37869E-10,1.90405E-05,,555133.1,
4.6,1.37794E-10,1.90861E-05,,555133.1,
4.4,1.3771E-10,1.91486E-05,,555133.1,
4.2,1.37619E-10,1.91856E-05,,555133.1,
4,1.37516E-10,1.92305E-05,,555133.1,
3.8,1.37402E-10,1.92782E-05,,555133.1,
3.6,1.37272E-10,1.93031E-05,,555133.1,
3.4,1.37119E-10,1.93647E-05,,555133.1,
3.2,1.36957E-10,1.9387E-05,,555133.1,
3,1.36765E-10,1.9438E-05,,555133.1,
2.8,1.36549E-10,1.94642E-05,,555133.1,
2.6,1.36281E-10,1.94721E-05,,555133.1,
2.4,1.35967E-10,1.94682E-05,,555133.1,
2.2,1.35602E-10,1.94385E-05,,555133.1,
2,1.35151E-10,1.93346E-05,,555133.1,
1.8,1.3461E-10,1.91932E-05,,555133.1,
1.6,1.33944E-10,1.89442E-05,,555133.1,
1.4,1.33112E-10,1.8594E-05,,555133.1,
1.2,1.32104E-10,1.80135E-05,,555133.1,
1,1.30897E-10,1.72358E-05,,555133.1,
0.8,1.2954E-10,1.62793E-05,,555133.1,
0.6,1.2811E-10,1.52097E-05,,555133.1,
0.4,1.26777E-10,1.41942E-05,,555133.1,
0.2,1.25703E-10,1.34377E-05,,555133.1,
0,1.24954E-10,1.29422E-05,,555133.1,
-0.2,1.24475E-10,1.26297E-05,,555133.1,
-0.4,1.24193E-10,1.24572E-05,,555133.1,
-0.6,1.24026E-10,1.23624E-05,,555133.1,
-0.8,1.23923E-10,1.22825E-05,,555133.1,
-1,1.23867E-10,1.22423E-05,,555133.1,
-1.2,1.23822E-10,1.21984E-05,,555133.1,
-1.4,1.23797E-10,1.21948E-05,,555133.1,
-1.6,1.23776E-10,1.21924E-05,,555133.1,
-1.8,1.23753E-10,1.21654E-05,,555133.1,
-2,1.2373E-10,1.21505E-05,,555133.1,
-2.2,1.23714E-10,1.21667E-05,,555133.1,
-2.4,1.23701E-10,1.2145E-05,,555133.1,
-2.6,1.2368E-10,1.21548E-05,,555133.1,
-2.8,1.23669E-10,1.21421E-05,,555133.1,
-3,1.23642E-10,1.21357E-05,,555133.1,
-3.2,1.23624E-10,1.21317E-05,,555133.1,
-3.4,1.2361E-10,1.21208E-05,,555133.1,
-3.6,1.2359E-10,1.21253E-05,,555133.1,
-3.8,1.23568E-10,1.21301E-05,,555133.1,
-4,1.23548E-10,1.21268E-05,,555133.1,
-4.2,1.2353E-10,1.21013E-05,,555133.1,
-4.4,1.23504E-10,1.21124E-05,,555133.1,
-4.6,1.23483E-10,1.21191E-05,,555133.1,
-4.8,1.2346E-10,1.21023E-05,,555133.1,
-5,1.23438E-10,1.20999E-05,,555133.1,
-5,1.24498E-10,1.63253E-05,,636880.4,
-4.8,1.24522E-10,1.63211E-05,,636880.4,
-4.6,1.24544E-10,1.63485E-05,,636880.4,
-4.4,1.24583E-10,1.63376E-05,,636880.4,
-4.2,1.24604E-10,1.63399E-05,,636880.4,
-4,1.24629E-10,1.63392E-05,,636880.4,
-3.8,1.24652E-10,1.63575E-05,,636880.4,
-3.6,1.24677E-10,1.63446E-05,,636880.4,
-3.4,1.24699E-10,1.63525E-05,,636880.4,
-3.2,1.24708E-10,1.63705E-05,,636880.4,
-3,1.24733E-10,1.63818E-05,,636880.4,
-2.8,1.2474E-10,1.6366E-05,,636880.4,
-2.6,1.24756E-10,1.63661E-05,,636880.4,
-2.4,1.24776E-10,1.63793E-05,,636880.4,
-2.2,1.24787E-10,1.64038E-05,,636880.4,
-2,1.24804E-10,1.63943E-05,,636880.4,
-1.8,1.2482E-10,1.64126E-05,,636880.4,
-1.6,1.24843E-10,1.64258E-05,,636880.4,
-1.4,1.24864E-10,1.64239E-05,,636880.4,
-1.2,1.24896E-10,1.6483E-05,,636880.4,
-1,1.2493E-10,1.64885E-05,,636880.4,
-0.8,1.24996E-10,1.65564E-05,,636880.4,
-0.6,1.25101E-10,1.6643E-05,,636880.4,
-0.4,1.25269E-10,1.67728E-05,,636880.4,
-0.2,1.25556E-10,1.7024E-05,,636880.4,
0,1.26054E-10,1.73929E-05,,636880.4,
0.2,1.26817E-10,1.80571E-05,,636880.4,
0.4,1.279E-10,1.90966E-05,,636880.4,
0.6,1.29234E-10,2.04391E-05,,636880.4,
0.8,1.30662E-10,2.18884E-05,,636880.4,
1,1.32015E-10,2.31669E-05,,636880.4,
1.2,1.33218E-10,2.41831E-05,,636880.4,
1.4,1.34228E-10,2.49392E-05,,636880.4,
1.6,1.35055E-10,2.5431E-05,,636880.4,
1.8,1.35719E-10,2.57366E-05,,636880.4,
2,1.36263E-10,2.59397E-05,,636880.4,
2.2,1.36721E-10,2.60373E-05,,636880.4,
2.4,1.37095E-10,2.60981E-05,,636880.4,
2.6,1.37404E-10,2.61E-05,,636880.4,
2.8,1.37664E-10,2.6078E-05,,636880.4,
3,1.37895E-10,2.607E-05,,636880.4,
3.2,1.3809E-10,2.60236E-05,,636880.4,
3.4,1.38265E-10,2.59396E-05,,636880.4,
3.6,1.38408E-10,2.59091E-05,,636880.4,
3.8,1.38544E-10,2.58495E-05,,636880.4,
4,1.38659E-10,2.57972E-05,,636880.4,
4.2,1.38766E-10,2.57394E-05,,636880.4,
4.4,1.38862E-10,2.56795E-05,,636880.4,
4.6,1.3895E-10,2.56217E-05,,636880.4,
4.8,1.39024E-10,2.55615E-05,,636880.4,
5,1.39087E-10,2.54988E-05,,636880.4,
5.2,1.39152E-10,2.54385E-05,,636880.4,
5.4,1.39216E-10,2.53801E-05,,636880.4,
5.6,1.39264E-10,2.53612E-05,,636880.4,
5.8,1.39318E-10,2.52785E-05,,636880.4,
6,1.39357E-10,2.52591E-05,,636880.4,
6.2,1.39404E-10,2.51932E-05,,636880.4,
6.4,1.39442E-10,2.51776E-05,,636880.4,
6.6,1.39484E-10,2.51217E-05,,636880.4,
6.8,1.39518E-10,2.50755E-05,,636880.4,
7,1.39555E-10,2.50322E-05,,636880.4,
7.2,1.39582E-10,2.50274E-05,,636880.4,
7.4,1.39606E-10,2.49702E-05,,636880.4,
7.6,1.39643E-10,2.49485E-05,,636880.4,
7.8,1.3966E-10,2.49068E-05,,636880.4,
8,1.39686E-10,2.48797E-05,,636880.4,
8.2,1.39707E-10,2.48382E-05,,636880.4,
8.4,1.39733E-10,2.48086E-05,,636880.4,
8.6,1.39756E-10,2.47943E-05,,636880.4,
8.8,1.39776E-10,2.47715E-05,,636880.4,
9,1.39792E-10,2.47256E-05,,636880.4,
9.2,1.39808E-10,2.46999E-05,,636880.4,
9.4,1.39825E-10,2.4713E-05,,636880.4,
9.6,1.39845E-10,2.46476E-05,,636880.4,
9.8,1.3986E-10,2.46442E-05,,636880.4,
10,1.39875E-10,2.46225E-05,,636880.4,
10,1.39875E-10,2.46143E-05,,636880.4,
9.8,1.39857E-10,2.46349E-05,,636880.4,
9.6,1.3984E-10,2.46532E-05,,636880.4,
9.4,1.39824E-10,2.46826E-05,,636880.4,
9.2,1.39806E-10,2.47276E-05,,636880.4,
9,1.39793E-10,2.47328E-05,,636880.4,
8.8,1.39776E-10,2.47726E-05,,636880.4,
8.6,1.39759E-10,2.47707E-05,,636880.4,
8.4,1.39732E-10,2.48063E-05,,636880.4,
8.2,1.39713E-10,2.48312E-05,,636880.4,
8,1.39686E-10,2.48655E-05,,636880.4,
7.8,1.39667E-10,2.49003E-05,,636880.4,
7.6,1.39631E-10,2.4945E-05,,636880.4,
7.4,1.39609E-10,2.4977E-05,,636880.4,
7.2,1.39575E-10,2.50219E-05,,636880.4,
7,1.39545E-10,2.50554E-05,,636880.4,
6.8,1.39512E-10,2.5082E-05,,636880.4,
6.6,1.39477E-10,2.51325E-05,,636880.4,
6.4,1.39445E-10,2.51885E-05,,636880.4,
6.2,1.39405E-10,2.52114E-05,,636880.4,
6,1.39357E-10,2.526E-05,,636880.4,
5.8,1.39318E-10,2.52948E-05,,636880.4,
5.6,1.39264E-10,2.53614E-05,,636880.4,
5.4,1.39208E-10,2.53944E-05,,636880.4,
5.2,1.39151E-10,2.54627E-05,,636880.4,
5,1.39084E-10,2.54974E-05,,636880.4,
4.8,1.39019E-10,2.55467E-05,,636880.4,
4.6,1.38933E-10,2.55991E-05,,636880.4,
4.4,1.3885E-10,2.56775E-05,,636880.4,
4.2,1.38759E-10,2.57233E-05,,636880.4,
4,1.38652E-10,2.57971E-05,,636880.4,
3.8,1.38536E-10,2.58441E-05,,636880.4,
3.6,1.38405E-10,2.59105E-05,,636880.4,
3.4,1.3825E-10,2.59656E-05,,636880.4,
3.2,1.38079E-10,2.60079E-05,,636880.4,
3,1.37883E-10,2.60511E-05,,636880.4,
2.8,1.37648E-10,2.6075E-05,,636880.4,
2.6,1.37389E-10,2.61112E-05,,636880.4,
2.4,1.37073E-10,2.60855E-05,,636880.4,
2.2,1.36696E-10,2.60267E-05,,636880.4,
2,1.36242E-10,2.59303E-05,,636880.4,
1.8,1.35688E-10,2.5733E-05,,636880.4,
1.6,1.35008E-10,2.54131E-05,,636880.4,
1.4,1.34178E-10,2.48864E-05,,636880.4,
1.2,1.33163E-10,2.41753E-05,,636880.4,
1,1.31951E-10,2.3116E-05,,636880.4,
0.8,1.3059E-10,2.1817E-05,,636880.4,
0.6,1.29158E-10,2.03723E-05,,636880.4,
0.4,1.27832E-10,1.9037E-05,,636880.4,
0.2,1.26755E-10,1.8027E-05,,636880.4,
0,1.26001E-10,1.7393E-05,,636880.4,
-0.2,1.25521E-10,1.6982E-05,,636880.4,
-0.4,1.2524E-10,1.67605E-05,,636880.4,
-0.6,1.25065E-10,1.66241E-05,,636880.4,
-0.8,1.2497E-10,1.65379E-05,,636880.4,
-1,1.24912E-10,1.64914E-05,,636880.4,
-1.2,1.24872E-10,1.6459E-05,,636880.4,
-1.4,1.24833E-10,1.64336E-05,,636880.4,
-1.6,1.24813E-10,1.64176E-05,,636880.4,
-1.8,1.24799E-10,1.6394E-05,,636880.4,
-2,1.24779E-10,1.6361E-05,,636880.4,
-2.2,1.24758E-10,1.63706E-05,,636880.4,
-2.4,1.24744E-10,1.63678E-05,,636880.4,
-2.6,1.24724E-10,1.63508E-05,,636880.4,
-2.8,1.24706E-10,1.63529E-05,,636880.4,
-3,1.2469E-10,1.63404E-05,,636880.4,
-3.2,1.24668E-10,1.63482E-05,,636880.4,
-3.4,1.24651E-10,1.63354E-05,,636880.4,
-3.6,1.24631E-10,1.63521E-05,,636880.4,
-3.8,1.24612E-10,1.63449E-05,,636880.4,
-4,1.24588E-10,1.6306E-05,,636880.4,
-4.2,1.24576E-10,1.63384E-05,,636880.4,
-4.4,1.24546E-10,1.63313E-05,,636880.4,
-4.6,1.24532E-10,1.63163E-05,,636880.4,
-4.8,1.24506E-10,1.63154E-05,,636880.4,
-5,1.24483E-10,1.62864E-05,,636880.4,
-5,1.25869E-10,2.20748E-05,,730665.7,
-4.8,1.25902E-10,2.2096E-05,,730665.7,
-4.6,1.2593E-10,2.2084E-05,,730665.7,
-4.4,1.25962E-10,2.20961E-05,,730665.7,
-4.2,1.25981E-10,2.20986E-05,,730665.7,
-4,1.26007E-10,2.21266E-05,,730665.7,
-3.8,1.26031E-10,2.21145E-05,,730665.7,
-3.6,1.26053E-10,2.21193E-05,,730665.7,
-3.4,1.26071E-10,2.21327E-05,,730665.7,
-3.2,1.26088E-10,2.21294E-05,,730665.7,
-3,1.26105E-10,2.21203E-05,,730665.7,
-2.8,1.26119E-10,2.21564E-05,,730665.7,
-2.6,1.2614E-10,2.21584E-05,,730665.7,
-2.4,1.26155E-10,2.21728E-05,,730665.7,
-2.2,1.26165E-10,2.21657E-05,,730665.7,
-2,1.26185E-10,2.21711E-05,,730665.7,
-1.8,1.26202E-10,2.2189E-05,,730665.7,
-1.6,1.26222E-10,2.21965E-05,,730665.7,
-1.4,1.26242E-10,2.22133E-05,,730665.7,
-1.2,1.26273E-10,2.22717E-05,,730665.7,
-1,1.26318E-10,2.23084E-05,,730665.7,
-0.8,1.26377E-10,2.23555E-05,,730665.7,
-0.6,1.26478E-10,2.2476E-05,,730665.7,
-0.4,1.2665E-10,2.26585E-05,,730665.7,
-0.2,1.2695E-10,2.29457E-05,,730665.7,
0,1.2744E-10,2.34471E-05,,730665.7,
0.2,1.28205E-10,2.4365E-05,,730665.7,
0.4,1.29289E-10,2.57192E-05,,730665.7,
0.6,1.30622E-10,2.75E-05,,730665.7,
0.8,1.32052E-10,2.94165E-05,,730665.7,
1,1.33415E-10,3.11299E-05,,730665.7,
1.2,1.34615E-10,3.25017E-05,,730665.7,
1.4,1.35633E-10,3.34933E-05,,730665.7,
1.6,1.36467E-10,3.41609E-05,,730665.7,
1.8,1.3715E-10,3.45816E-05,,730665.7,
2,1.37708E-10,3.48671E-05,,730665.7,
2.2,1.38165E-10,3.50339E-05,,730665.7,
2.4,1.38548E-10,3.51063E-05,,730665.7,
2.6,1.3887E-10,3.51177E-05,,730665.7,
2.8,1.39145E-10,3.51114E-05,,730665.7,
3,1.39376E-10,3.5057E-05,,730665.7,
3.2,1.39578E-10,3.5011E-05,,730665.7,
3.4,1.39754E-10,3.49401E-05,,730665.7,
3.6,1.39906E-10,3.48687E-05,,730665.7,
3.8,1.4004E-10,3.48047E-05,,730665.7,
4,1.4016E-10,3.47636E-05,,730665.7,
4.2,1.40271E-10,3.46629E-05,,730665.7,
4.4,1.40371E-10,3.46055E-05,,730665.7,
4.6,1.40458E-10,3.45223E-05,,730665.7,
4.8,1.40542E-10,3.44585E-05,,730665.7,
5,1.40611E-10,3.43555E-05,,730665.7,
5.2,1.40678E-10,3.42979E-05,,730665.7,
5.4,1.40737E-10,3.42434E-05,,730665.7,
5.6,1.40791E-10,3.4181E-05,,730665.7,
5.8,1.40847E-10,3.41283E-05,,730665.7,
6,1.40894E-10,3.40731E-05,,730665.7,
6.2,1.40939E-10,3.4003E-05,,730665.7,
6.4,1.40977E-10,3.39323E-05,,730665.7,
6.6,1.4102E-10,3.38893E-05,,730665.7,
6.8,1.41058E-10,3.38222E-05,,730665.7,
7,1.41091E-10,3.37937E-05,,730665.7,
7.2,1.41123E-10,3.3763E-05,,730665.7,
7.4,1.41152E-10,3.36892E-05,,730665.7,
7.6,1.4118E-10,3.36505E-05,,730665.7,
7.8,1.41206E-10,3.36217E-05,,730665.7,
8,1.41234E-10,3.35589E-05,,730665.7,
8.2,1.41258E-10,3.35362E-05,,730665.7,
8.4,1.41282E-10,3.3487E-05,,730665.7,
8.6,1.41304E-10,3.34467E-05,,730665.7,
8.8,1.41323E-10,3.34311E-05,,730665.7,
9,1.41343E-10,3.33777E-05,,730665.7,
9.2,1.41361E-10,3.33468E-05,,730665.7,
9.4,1.41385E-10,3.33103E-05,,730665.7,
9.6,1.41396E-10,3.32816E-05,,730665.7,
9.8,1.41413E-10,3.32807E-05,,730665.7,
10,1.41433E-10,3.32171E-05,,730665.7,
10,1.41432E-10,3.32326E-05,,730665.7,
9.8,1.41409E-10,3.32448E-05,,730665.7,
9.6,1.414E-10,3.32915E-05,,730665.7,
9.4,1.41377E-10,3.33137E-05,,730665.7,
9.2,1.41363E-10,3.33726E-05,,730665.7,
9,1.41343E-10,3.33944E-05,,730665.7,
8.8,1.41318E-10,3.34429E-05,,730665.7,
8.6,1.41304E-10,3.34517E-05,,730665.7,
8.4,1.41279E-10,3.3499E-05,,730665.7,
8.2,1.41252E-10,3.35556E-05,,730665.7,
8,1.41235E-10,3.35728E-05,,730665.7,
7.8,1.41209E-10,3.36209E-05,,730665.7,
7.6,1.41178E-10,3.36575E-05,,730665.7,
7.4,1.41147E-10,3.36941E-05,,730665.7,
7.2,1.41121E-10,3.37546E-05,,730665.7,
7,1.41091E-10,3.37768E-05,,730665.7,
6.8,1.41055E-10,3.38342E-05,,730665.7,
6.6,1.41021E-10,3.38879E-05,,730665.7,
6.4,1.4098E-10,3.39438E-05,,730665.7,
6.2,1.4094E-10,3.40056E-05,,730665.7,
6,1.40895E-10,3.40572E-05,,730665.7,
5.8,1.40842E-10,3.41333E-05,,730665.7,
5.6,1.40791E-10,3.41602E-05,,730665.7,
5.4,1.40734E-10,3.42504E-05,,730665.7,
5.2,1.40675E-10,3.43155E-05,,730665.7,
5,1.40606E-10,3.43871E-05,,730665.7,
4.8,1.40531E-10,3.44657E-05,,730665.7,
4.6,1.40452E-10,3.45226E-05,,730665.7,
4.4,1.40362E-10,3.46025E-05,,730665.7,
4.2,1.40262E-10,3.468E-05,,730665.7,
4,1.40156E-10,3.47461E-05,,730665.7,
3.8,1.40031E-10,3.48208E-05,,730665.7,
3.6,1.399E-10,3.48899E-05,,730665.7,
3.4,1.39737E-10,3.495E-05,,730665.7,
3.2,1.39565E-10,3.50251E-05,,730665.7,
3,1.3936E-10,3.50718E-05,,730665.7,
2.8,1.39127E-10,3.51334E-05,,730665.7,
2.6,1.38854E-10,3.51135E-05,,730665.7,
2.4,1.38529E-10,3.50988E-05,,730665.7,
2.2,1.38139E-10,3.50142E-05,,730665.7,
2,1.37678E-10,3.48687E-05,,730665.7,
1.8,1.37118E-10,3.46011E-05,,730665.7,
1.6,1.36428E-10,3.41481E-05,,730665.7,
1.4,1.35586E-10,3.34765E-05,,730665.7,
1.2,1.3456E-10,3.24722E-05,,730665.7,
1,1.33345E-10,3.10832E-05,,730665.7,
0.8,1.31977E-10,2.93494E-05,,730665.7,
0.6,1.30546E-10,2.74121E-05,,730665.7,
0.4,1.2922E-10,2.56706E-05,,730665.7,
0.2,1.28143E-10,2.42936E-05,,730665.7,
0,1.27387E-10,2.34243E-05,,730665.7,
-0.2,1.26908E-10,2.2886E-05,,730665.7,
-0.4,1.26618E-10,2.26184E-05,,730665.7,
-0.6,1.2645E-10,2.24578E-05,,730665.7,
-0.8,1.26353E-10,2.23472E-05,,730665.7,
-1,1.2629E-10,2.22731E-05,,730665.7,
-1.2,1.26249E-10,2.22372E-05,,730665.7,
-1.4,1.26217E-10,2.22013E-05,,730665.7,
-1.6,1.26198E-10,2.21875E-05,,730665.7,
-1.8,1.26172E-10,2.21707E-05,,730665.7,
-2,1.2616E-10,2.2155E-05,,730665.7,
-2.2,1.26138E-10,2.21355E-05,,730665.7,
-2.4,1.26119E-10,2.21391E-05,,730665.7,
-2.6,1.26104E-10,2.21181E-05,,730665.7,
-2.8,1.26086E-10,2.2107E-05,,730665.7,
-3,1.26066E-10,2.21075E-05,,730665.7,
-3.2,1.26048E-10,2.21091E-05,,730665.7,
-3.4,1.26029E-10,2.2103E-05,,730665.7,
-3.6,1.26012E-10,2.20987E-05,,730665.7,
-3.8,1.2599E-10,2.20938E-05,,730665.7,
-4,1.25966E-10,2.20924E-05,,730665.7,
-4.2,1.25945E-10,2.20762E-05,,730665.7,
-4.4,1.25925E-10,2.20621E-05,,730665.7,
-4.6,1.25904E-10,2.20666E-05,,730665.7,
-4.8,1.25881E-10,2.20831E-05,,730665.7,
-5,1.25859E-10,2.20573E-05,,730665.7,
-5,1.27698E-10,3.00282E-05,,838261.5,
-4.8,1.2773E-10,3.00299E-05,,838261.5,
-4.6,1.27753E-10,3.0094E-05,,838261.5,
-4.4,1.27786E-10,3.00108E-05,,838261.5,
-4.2,1.2781E-10,3.00703E-05,,838261.5,
-4,1.27842E-10,3.00337E-05,,838261.5,
-3.8,1.27851E-10,3.00781E-05,,838261.5,
-3.6,1.27876E-10,3.00927E-05,,838261.5,
-3.4,1.27904E-10,3.00968E-05,,838261.5,
-3.2,1.27916E-10,3.00666E-05,,838261.5,
-3,1.27927E-10,3.00991E-05,,838261.5,
-2.8,1.27955E-10,3.01406E-05,,838261.5,
-2.6,1.27975E-10,3.01428E-05,,838261.5,
-2.4,1.27984E-10,3.01353E-05,,838261.5,
-2.2,1.28004E-10,3.01294E-05,,838261.5,
-2,1.28017E-10,3.01237E-05,,838261.5,
-1.8,1.28038E-10,3.01575E-05,,838261.5,
-1.6,1.28057E-10,3.02098E-05,,838261.5,
-1.4,1.28078E-10,3.02143E-05,,838261.5,
-1.2,1.28101E-10,3.02189E-05,,838261.5,
-1,1.28141E-10,3.02912E-05,,838261.5,
-0.8,1.2821E-10,3.04013E-05,,838261.5,
-0.6,1.28312E-10,3.05193E-05,,838261.5,
-0.4,1.28487E-10,3.07043E-05,,838261.5,
-0.2,1.28792E-10,3.11346E-05,,838261.5,
0,1.29273E-10,3.17855E-05,,838261.5,
0.2,1.30051E-10,3.29804E-05,,838261.5,
0.4,1.31137E-10,3.48046E-05,,838261.5,
0.6,1.32471E-10,3.71909E-05,,838261.5,
0.8,1.33895E-10,3.97746E-05,,838261.5,
1,1.3526E-10,4.20494E-05,,838261.5,
1.2,1.36476E-10,4.38894E-05,,838261.5,
1.4,1.37497E-10,4.52212E-05,,838261.5,
1.6,1.38351E-10,4.61671E-05,,838261.5,
1.8,1.3904E-10,4.67508E-05,,838261.5,
2,1.39616E-10,4.71334E-05,,838261.5,
2.2,1.40084E-10,4.73381E-05,,838261.5,
2.4,1.40477E-10,4.74548E-05,,838261.5,
2.6,1.4082E-10,4.74686E-05,,838261.5,
2.8,1.41096E-10,4.74778E-05,,838261.5,
3,1.41337E-10,4.74034E-05,,838261.5,
3.2,1.41541E-10,4.73703E-05,,838261.5,
3.4,1.41725E-10,4.73023E-05,,838261.5,
3.6,1.4189E-10,4.72217E-05,,838261.5,
3.8,1.42031E-10,4.70731E-05,,838261.5,
4,1.42156E-10,4.70285E-05,,838261.5,
4.2,1.42273E-10,4.68978E-05,,838261.5,
4.4,1.42369E-10,4.68039E-05,,838261.5,
4.6,1.42465E-10,4.67416E-05,,838261.5,
4.8,1.42549E-10,4.66304E-05,,838261.5,
5,1.42628E-10,4.655E-05,,838261.5,
5.2,1.42682E-10,4.64992E-05,,838261.5,
5.4,1.42764E-10,4.64042E-05,,838261.5,
5.6,1.42818E-10,4.6296E-05,,838261.5,
5.8,1.42868E-10,4.62055E-05,,838261.5,
6,1.42928E-10,4.61023E-05,,838261.5,
6.2,1.42973E-10,4.60545E-05,,838261.5,
6.4,1.43018E-10,4.59882E-05,,838261.5,
6.6,1.43059E-10,4.58996E-05,,838261.5,
6.8,1.43099E-10,4.58792E-05,,838261.5,
7,1.43132E-10,4.57761E-05,,838261.5,
7.2,1.43164E-10,4.57315E-05,,838261.5,
7.4,1.43202E-10,4.56436E-05,,838261.5,
7.6,1.43223E-10,4.56638E-05,,838261.5,
7.8,1.43259E-10,4.55351E-05,,838261.5,
8,1.43272E-10,4.55039E-05,,838261.5,
8.2,1.43307E-10,4.54447E-05,,838261.5,
8.4,1.4333E-10,4.54012E-05,,838261.5,
8.6,1.43356E-10,4.53507E-05,,838261.5,
8.8,1.43377E-10,4.53335E-05,,838261.5,
9,1.43401E-10,4.52544E-05,,838261.5,
9.2,1.43416E-10,4.52362E-05,,838261.5,
9.4,1.43434E-10,4.51818E-05,,838261.5,
9.6,1.43456E-10,4.51141E-05,,838261.5,
9.8,1.43476E-10,4.50604E-05,,838261.5,
10,1.43503E-10,4.50394E-05,,838261.5,
10,1.43492E-10,4.50973E-05,,838261.5,
9.8,1.4347E-10,4.51263E-05,,838261.5,
9.6,1.43453E-10,4.5109E-05,,838261.5,
9.4,1.43438E-10,4.52003E-05,,838261.5,
9.2,1.43423E-10,4.52075E-05,,838261.5,
9,1.43402E-10,4.523E-05,,838261.5,
