Setup title,MFCV-Low(1)(1)
-1.8,1.20418E-10,6.05994E-08,,35577.95,
-1.6,1.20462E-10,6.35734E-08,,35577.95,
-1.4,1.20489E-10,7.15461E-08,,35577.95,
-1.2,1.20547E-10,8.07048E-08,,35577.95,
-1,1.20634E-10,8.56633E-08,,35577.95,
-0.8,1.20703E-10,8.67158E-08,,35577.95,
-0.6,1.20831E-10,8.99395E-08,,35577.95,
-0.4,1.21054E-10,9.04029E-08,,35577.95,
-0.2,1.21346E-10,9.55169E-08,,35577.95,
0,1.21831E-10,9.31016E-08,,35577.95,
0.2,1.22556E-10,8.71701E-08,,35577.95,
0.4,1.2364E-10,8.79474E-08,,35577.95,
0.6,1.24958E-10,8.45626E-08,,35577.95,
0.8,1.2631E-10,8.41854E-08,,35577.95,
1,1.27672E-10,8.61147E-08,,35577.95,
1.2,1.28839E-10,8.92532E-08,,35577.95,
1.4,1.29803E-10,7.91989E-08,,35577.95,
1.6,1.30584E-10,7.88553E-08,,35577.95,
1.8,1.31198E-10,7.97904E-08,,35577.95,
2,1.31739E-10,8.05493E-08,,35577.95,
2.2,1.3217E-10,8.27136E-08,,35577.95,
2.4,1.32507E-10,8.15388E-08,,35577.95,
2.6,1.32774E-10,7.91685E-08,,35577.95,
2.8,1.32997E-10,6.9511E-08,,35577.95,
3,1.33204E-10,8.03513E-08,,35577.95,
3.2,1.3337E-10,7.59294E-08,,35577.95,
3.4,1.33537E-10,8.47296E-08,,35577.95,
3.6,1.33665E-10,7.48006E-08,,35577.95,
3.8,1.3378E-10,7.73349E-08,,35577.95,
4,1.3388E-10,6.70962E-08,,35577.95,
4.2,1.33981E-10,7.83903E-08,,35577.95,
4.4,1.34052E-10,6.76214E-08,,35577.95,
4.6,1.34118E-10,7.47872E-08,,35577.95,
4.8,1.34164E-10,7.17232E-08,,35577.95,
5,1.34242E-10,7.47942E-08,,35577.95,
5.2,1.34272E-10,6.93979E-08,,35577.95,
5.4,1.34322E-10,7.34445E-08,,35577.95,
5.6,1.34407E-10,6.69809E-08,,35577.95,
5.8,1.34438E-10,7.44787E-08,,35577.95,
6,1.34459E-10,6.64083E-08,,35577.95,
6.2,1.34532E-10,7.31568E-08,,35577.95,
6.4,1.34563E-10,7.77798E-08,,35577.95,
6.6,1.34617E-10,7.5425E-08,,35577.95,
6.8,1.3462E-10,7.11991E-08,,35577.95,
7,1.3465E-10,7.03565E-08,,35577.95,
7.2,1.34659E-10,6.52782E-08,,35577.95,
7.4,1.34689E-10,8.14404E-08,,35577.95,
7.6,1.34705E-10,6.6464E-08,,35577.95,
7.8,1.34743E-10,6.68114E-08,,35577.95,
8,1.34744E-10,7.10829E-08,,35577.95,
8.2,1.348E-10,6.96123E-08,,35577.95,
8.4,1.34839E-10,7.49008E-08,,35577.95,
8.6,1.3478E-10,6.88038E-08,,35577.95,
8.8,1.34848E-10,6.95523E-08,,35577.95,
9,1.34823E-10,6.83604E-08,,35577.95,
9.2,1.34851E-10,6.79152E-08,,35577.95,
9.4,1.3487E-10,7.54111E-08,,35577.95,
9.6,1.34897E-10,7.08234E-08,,35577.95,
9.8,1.34887E-10,6.89083E-08,,35577.95,
10,1.34906E-10,6.91843E-08,,35577.95,
10,1.34916E-10,7.55836E-08,,35577.95,
9.8,1.3491E-10,6.57332E-08,,35577.95,
9.6,1.34876E-10,7.04104E-08,,35577.95,
9.4,1.34866E-10,7.14356E-08,,35577.95,
9.2,1.34881E-10,6.41619E-08,,35577.95,
9,1.34841E-10,7.09431E-08,,35577.95,
8.8,1.34834E-10,6.40272E-08,,35577.95,
8.6,1.34816E-10,8.04818E-08,,35577.95,
8.4,1.34795E-10,5.81208E-08,,35577.95,
8.2,1.34755E-10,6.88298E-08,,35577.95,
8,1.34791E-10,7.88747E-08,,35577.95,
7.8,1.34728E-10,6.88777E-08,,35577.95,
7.6,1.34721E-10,7.25335E-08,,35577.95,
7.4,1.3468E-10,7.56014E-08,,35577.95,
7.2,1.34639E-10,6.64685E-08,,35577.95,
7,1.34651E-10,6.94406E-08,,35577.95,
6.8,1.34606E-10,7.68258E-08,,35577.95,
6.6,1.34571E-10,6.46094E-08,,35577.95,
6.4,1.34565E-10,6.66796E-08,,35577.95,
6.2,1.34525E-10,7.3429E-08,,35577.95,
6,1.34447E-10,7.26171E-08,,35577.95,
5.8,1.34431E-10,7.33126E-08,,35577.95,
5.6,1.34366E-10,7.33766E-08,,35577.95,
5.4,1.34336E-10,7.61425E-08,,35577.95,
5.2,1.34299E-10,7.12751E-08,,35577.95,
5,1.34274E-10,7.49072E-08,,35577.95,
4.8,1.34234E-10,7.34631E-08,,35577.95,
4.6,1.34116E-10,7.286E-08,,35577.95,
4.4,1.34035E-10,7.50719E-08,,35577.95,
4.2,1.33968E-10,7.2746E-08,,35577.95,
4,1.3387E-10,7.6615E-08,,35577.95,
3.8,1.33718E-10,7.71844E-08,,35577.95,
3.6,1.33638E-10,7.44174E-08,,35577.95,
3.4,1.33525E-10,8.49085E-08,,35577.95,
3.2,1.33383E-10,8.76374E-08,,35577.95,
3,1.33219E-10,8.45791E-08,,35577.95,
2.8,1.32994E-10,7.76867E-08,,35577.95,
2.6,1.3276E-10,7.66156E-08,,35577.95,
2.4,1.32442E-10,7.61233E-08,,35577.95,
2.2,1.32134E-10,8.04131E-08,,35577.95,
2,1.3168E-10,8.00153E-08,,35577.95,
1.8,1.31199E-10,8.70243E-08,,35577.95,
1.6,1.30565E-10,7.7868E-08,,35577.95,
1.4,1.29733E-10,8.44048E-08,,35577.95,
1.2,1.28758E-10,8.21689E-08,,35577.95,
1,1.2761E-10,8.1327E-08,,35577.95,
0.8,1.26276E-10,8.834E-08,,35577.95,
0.6,1.24859E-10,8.66812E-08,,35577.95,
0.4,1.23583E-10,8.95809E-08,,35577.95,
0.2,1.22527E-10,9.09809E-08,,35577.95,
0,1.21771E-10,8.4839E-08,,35577.95,
-0.2,1.21275E-10,9.39359E-08,,35577.95,
-0.4,1.21024E-10,9.33892E-08,,35577.95,
-0.6,1.20822E-10,8.99018E-08,,35577.95,
-0.8,1.20699E-10,7.2401E-08,,35577.95,
-1,1.20595E-10,7.71263E-08,,35577.95,
-1.2,1.20514E-10,7.23705E-08,,35577.95,
-1.4,1.20484E-10,6.96389E-08,,35577.95,
-1.6,1.20481E-10,5.43764E-08,,35577.95,
-1.8,1.20425E-10,6.07683E-08,,35577.95,
-2,1.20392E-10,5.99539E-08,,35577.95,
-2.2,1.20406E-10,5.33458E-08,,35577.95,
-2.4,1.20329E-10,5.40357E-08,,35577.95,
-2.6,1.20317E-10,4.79503E-08,,35577.95,
-2.8,1.20281E-10,4.97247E-08,,35577.95,
-3,1.20294E-10,4.97226E-08,,35577.95,
-3.2,1.20284E-10,4.7265E-08,,35577.95,
-3.4,1.2026E-10,4.46784E-08,,35577.95,
-3.6,1.20272E-10,5.32036E-08,,35577.95,
-3.8,1.20209E-10,5.63273E-08,,35577.95,
-4,1.20207E-10,5.18153E-08,,35577.95,
-4.2,1.2019E-10,5.72234E-08,,35577.95,
-4.4,1.20146E-10,4.3203E-08,,35577.95,
-4.6,1.20149E-10,4.49454E-08,,35577.95,
-4.8,1.20143E-10,4.62229E-08,,35577.95,
-5,1.20099E-10,4.75603E-08,,35577.95,
-5,1.2011E-10,7.14527E-08,,40817.07,
-4.8,1.20174E-10,6.39994E-08,,40817.07,
-4.6,1.20171E-10,6.82174E-08,,40817.07,
-4.4,1.20187E-10,6.51933E-08,,40817.07,
-4.2,1.20215E-10,5.77862E-08,,40817.07,
-4,1.20238E-10,6.64225E-08,,40817.07,
-3.8,1.20228E-10,6.15828E-08,,40817.07,
-3.6,1.20278E-10,6.03405E-08,,40817.07,
-3.4,1.20286E-10,7.35088E-08,,40817.07,
-3.2,1.20349E-10,7.59141E-08,,40817.07,
-3,1.20327E-10,6.40134E-08,,40817.07,
-2.8,1.20344E-10,7.65201E-08,,40817.07,
-2.6,1.20353E-10,7.28921E-08,,40817.07,
-2.4,1.20375E-10,6.6403E-08,,40817.07,
-2.2,1.20402E-10,8.00718E-08,,40817.07,
-2,1.20412E-10,7.16675E-08,,40817.07,
-1.8,1.20434E-10,7.5921E-08,,40817.07,
-1.6,1.20504E-10,9.12283E-08,,40817.07,
-1.4,1.20491E-10,8.84291E-08,,40817.07,
-1.2,1.20544E-10,9.18477E-08,,40817.07,
-1,1.20604E-10,9.78729E-08,,40817.07,
-0.8,1.2073E-10,1.07003E-07,,40817.07,
-0.6,1.20818E-10,1.04178E-07,,40817.07,
-0.4,1.21048E-10,1.01984E-07,,40817.07,
-0.2,1.21368E-10,9.85766E-08,,40817.07,
0,1.21844E-10,1.10136E-07,,40817.07,
0.2,1.22564E-10,1.0275E-07,,40817.07,
0.4,1.2363E-10,9.45823E-08,,40817.07,
0.6,1.24947E-10,9.56919E-08,,40817.07,
0.8,1.26342E-10,9.64029E-08,,40817.07,
1,1.27649E-10,1.06355E-07,,40817.07,
1.2,1.28778E-10,1.05625E-07,,40817.07,
1.4,1.29781E-10,1.06216E-07,,40817.07,
1.6,1.30602E-10,1.08264E-07,,40817.07,
1.8,1.31223E-10,1.10167E-07,,40817.07,
2,1.31675E-10,1.02684E-07,,40817.07,
2.2,1.3218E-10,1.07255E-07,,40817.07,
2.4,1.32523E-10,1.01373E-07,,40817.07,
2.6,1.32785E-10,9.78514E-08,,40817.07,
2.8,1.33035E-10,9.52866E-08,,40817.07,
3,1.33155E-10,9.65501E-08,,40817.07,
3.2,1.33374E-10,9.6276E-08,,40817.07,
3.4,1.33512E-10,1.0713E-07,,40817.07,
3.6,1.33661E-10,1.10019E-07,,40817.07,
3.8,1.33767E-10,9.88584E-08,,40817.07,
4,1.33908E-10,9.44353E-08,,40817.07,
4.2,1.33991E-10,9.20947E-08,,40817.07,
4.4,1.34056E-10,8.85047E-08,,40817.07,
4.6,1.34109E-10,9.08303E-08,,40817.07,
4.8,1.34162E-10,1.06321E-07,,40817.07,
5,1.34263E-10,1.02069E-07,,40817.07,
5.2,1.34283E-10,9.39238E-08,,40817.07,
5.4,1.34362E-10,1.0122E-07,,40817.07,
5.6,1.34419E-10,9.91029E-08,,40817.07,
5.8,1.34479E-10,8.45084E-08,,40817.07,
6,1.34496E-10,8.95438E-08,,40817.07,
6.2,1.3452E-10,9.67043E-08,,40817.07,
6.4,1.34567E-10,8.87598E-08,,40817.07,
6.6,1.34595E-10,9.96108E-08,,40817.07,
6.8,1.34591E-10,9.45997E-08,,40817.07,
7,1.34615E-10,1.0251E-07,,40817.07,
7.2,1.34681E-10,8.35054E-08,,40817.07,
7.4,1.34685E-10,8.75348E-08,,40817.07,
7.6,1.3467E-10,8.08608E-08,,40817.07,
7.8,1.34712E-10,8.76428E-08,,40817.07,
8,1.34724E-10,9.94087E-08,,40817.07,
8.2,1.34774E-10,1.00035E-07,,40817.07,
8.4,1.34751E-10,1.05007E-07,,40817.07,
8.6,1.34832E-10,8.87508E-08,,40817.07,
8.8,1.34834E-10,8.87793E-08,,40817.07,
9,1.34849E-10,7.65907E-08,,40817.07,
9.2,1.34791E-10,9.12639E-08,,40817.07,
9.4,1.34868E-10,1.06531E-07,,40817.07,
9.6,1.34885E-10,9.24922E-08,,40817.07,
9.8,1.34907E-10,9.71447E-08,,40817.07,
10,1.34892E-10,8.89059E-08,,40817.07,
10,1.34915E-10,9.16828E-08,,40817.07,
9.8,1.3485E-10,9.17883E-08,,40817.07,
9.6,1.34912E-10,9.92024E-08,,40817.07,
9.4,1.34912E-10,8.90713E-08,,40817.07,
9.2,1.34894E-10,8.4544E-08,,40817.07,
9,1.348E-10,8.12494E-08,,40817.07,
8.8,1.34814E-10,1.02006E-07,,40817.07,
8.6,1.34787E-10,9.30654E-08,,40817.07,
8.4,1.34813E-10,1.11969E-07,,40817.07,
8.2,1.34821E-10,9.05499E-08,,40817.07,
8,1.34752E-10,9.01393E-08,,40817.07,
7.8,1.34747E-10,7.45882E-08,,40817.07,
7.6,1.34703E-10,9.06976E-08,,40817.07,
7.4,1.34673E-10,9.40533E-08,,40817.07,
7.2,1.34699E-10,9.95371E-08,,40817.07,
7,1.34689E-10,9.69617E-08,,40817.07,
6.8,1.34603E-10,9.96459E-08,,40817.07,
6.6,1.3457E-10,9.7315E-08,,40817.07,
6.4,1.34526E-10,9.5769E-08,,40817.07,
6.2,1.34523E-10,9.68578E-08,,40817.07,
6,1.34482E-10,9.74887E-08,,40817.07,
5.8,1.34439E-10,8.69669E-08,,40817.07,
5.6,1.34421E-10,9.54731E-08,,40817.07,
5.4,1.34345E-10,1.02448E-07,,40817.07,
5.2,1.34285E-10,1.00153E-07,,40817.07,
5,1.34223E-10,1.00518E-07,,40817.07,
4.8,1.34176E-10,9.48437E-08,,40817.07,
4.6,1.34184E-10,8.83417E-08,,40817.07,
4.4,1.34013E-10,8.90968E-08,,40817.07,
4.2,1.33968E-10,9.7026E-08,,40817.07,
4,1.33817E-10,1.05629E-07,,40817.07,
3.8,1.33728E-10,9.82429E-08,,40817.07,
3.6,1.33671E-10,9.99588E-08,,40817.07,
3.4,1.33551E-10,1.00554E-07,,40817.07,
3.2,1.33415E-10,8.29453E-08,,40817.07,
3,1.33195E-10,9.2409E-08,,40817.07,
2.8,1.32961E-10,9.63475E-08,,40817.07,
2.6,1.32703E-10,1.01973E-07,,40817.07,
2.4,1.32466E-10,9.78335E-08,,40817.07,
2.2,1.32124E-10,1.1444E-07,,40817.07,
2,1.31711E-10,9.09743E-08,,40817.07,
1.8,1.31144E-10,9.51124E-08,,40817.07,
1.6,1.30531E-10,1.11385E-07,,40817.07,
1.4,1.29723E-10,1.22329E-07,,40817.07,
1.2,1.28756E-10,1.13249E-07,,40817.07,
1,1.27591E-10,1.10264E-07,,40817.07,
0.8,1.263E-10,9.96101E-08,,40817.07,
0.6,1.24866E-10,9.15187E-08,,40817.07,
0.4,1.23576E-10,9.69652E-08,,40817.07,
0.2,1.22484E-10,1.06661E-07,,40817.07,
0,1.2176E-10,1.12861E-07,,40817.07,
-0.2,1.21299E-10,1.12698E-07,,40817.07,
-0.4,1.21003E-10,1.1021E-07,,40817.07,
-0.6,1.20829E-10,1.09459E-07,,40817.07,
-0.8,1.20651E-10,9.84386E-08,,40817.07,
-1,1.20585E-10,9.28943E-08,,40817.07,
-1.2,1.20503E-10,8.58799E-08,,40817.07,
-1.4,1.20442E-10,8.50065E-08,,40817.07,
-1.6,1.2046E-10,7.78558E-08,,40817.07,
-1.8,1.20436E-10,7.61713E-08,,40817.07,
-2,1.20425E-10,7.45482E-08,,40817.07,
-2.2,1.20358E-10,7.14715E-08,,40817.07,
-2.4,1.20335E-10,6.02881E-08,,40817.07,
-2.6,1.20337E-10,6.41703E-08,,40817.07,
-2.8,1.2032E-10,5.70736E-08,,40817.07,
-3,1.20364E-10,6.46805E-08,,40817.07,
-3.2,1.20292E-10,5.75607E-08,,40817.07,
-3.4,1.20238E-10,5.66395E-08,,40817.07,
-3.6,1.20249E-10,6.50912E-08,,40817.07,
-3.8,1.2023E-10,5.7045E-08,,40817.07,
-4,1.20212E-10,6.58487E-08,,40817.07,
-4.2,1.20207E-10,6.15453E-08,,40817.07,
-4.4,1.20163E-10,6.6199E-08,,40817.07,
-4.6,1.2019E-10,5.5011E-08,,40817.07,
-4.8,1.20137E-10,6.05866E-08,,40817.07,
-5,1.20092E-10,5.0826E-08,,40817.07,
-5,1.20137E-10,8.47504E-08,,46827.67,
-4.8,1.2014E-10,7.23886E-08,,46827.67,
-4.6,1.20145E-10,9.00133E-08,,46827.67,
-4.4,1.20176E-10,8.48988E-08,,46827.67,
-4.2,1.20273E-10,7.18441E-08,,46827.67,
-4,1.20248E-10,7.38412E-08,,46827.67,
-3.8,1.20269E-10,9.11318E-08,,46827.67,
-3.6,1.2028E-10,6.69923E-08,,46827.67,
-3.4,1.20313E-10,8.15469E-08,,46827.67,
-3.2,1.20357E-10,7.9472E-08,,46827.67,
-3,1.20377E-10,8.32148E-08,,46827.67,
-2.8,1.20312E-10,7.19746E-08,,46827.67,
-2.6,1.20414E-10,8.69871E-08,,46827.67,
-2.4,1.20414E-10,8.7452E-08,,46827.67,
-2.2,1.20365E-10,7.8703E-08,,46827.67,
-2,1.20406E-10,7.3034E-08,,46827.67,
-1.8,1.20466E-10,9.26307E-08,,46827.67,
-1.6,1.20488E-10,8.00063E-08,,46827.67,
-1.4,1.20555E-10,8.61742E-08,,46827.67,
-1.2,1.20579E-10,1.13252E-07,,46827.67,
-1,1.20626E-10,1.13781E-07,,46827.67,
-0.8,1.20737E-10,1.41924E-07,,46827.67,
-0.6,1.2079E-10,1.42001E-07,,46827.67,
-0.4,1.21004E-10,1.19599E-07,,46827.67,
-0.2,1.213E-10,1.32337E-07,,46827.67,
0,1.2183E-10,1.27954E-07,,46827.67,
0.2,1.22542E-10,1.33283E-07,,46827.67,
0.4,1.23644E-10,1.1769E-07,,46827.67,
0.6,1.24998E-10,1.32706E-07,,46827.67,
0.8,1.26331E-10,1.22068E-07,,46827.67,
1,1.27677E-10,1.43371E-07,,46827.67,
1.2,1.28794E-10,1.3105E-07,,46827.67,
1.4,1.2983E-10,1.5544E-07,,46827.67,
1.6,1.30563E-10,1.38899E-07,,46827.67,
1.8,1.31142E-10,1.35563E-07,,46827.67,
2,1.31738E-10,1.19203E-07,,46827.67,
2.2,1.32144E-10,1.29263E-07,,46827.67,
2.4,1.32523E-10,1.39991E-07,,46827.67,
2.6,1.32723E-10,1.26255E-07,,46827.67,
2.8,1.33028E-10,1.22614E-07,,46827.67,
3,1.33269E-10,1.31484E-07,,46827.67,
3.2,1.33471E-10,1.35045E-07,,46827.67,
3.4,1.33585E-10,1.37719E-07,,46827.67,
3.6,1.33665E-10,1.13656E-07,,46827.67,
3.8,1.33748E-10,1.14393E-07,,46827.67,
4,1.33927E-10,1.16035E-07,,46827.67,
4.2,1.34067E-10,1.30421E-07,,46827.67,
4.4,1.34023E-10,1.27966E-07,,46827.67,
4.6,1.34146E-10,1.30706E-07,,46827.67,
4.8,1.342E-10,1.23391E-07,,46827.67,
5,1.34301E-10,1.12804E-07,,46827.67,
5.2,1.34259E-10,1.40413E-07,,46827.67,
5.4,1.34408E-10,1.2089E-07,,46827.67,
5.6,1.34372E-10,1.4804E-07,,46827.67,
5.8,1.34442E-10,1.13987E-07,,46827.67,
6,1.34475E-10,1.30872E-07,,46827.67,
6.2,1.34557E-10,1.20357E-07,,46827.67,
6.4,1.34547E-10,1.19809E-07,,46827.67,
6.6,1.34587E-10,1.15719E-07,,46827.67,
6.8,1.34628E-10,1.24444E-07,,46827.67,
7,1.34632E-10,1.31674E-07,,46827.67,
7.2,1.3469E-10,1.10884E-07,,46827.67,
7.4,1.34745E-10,1.12605E-07,,46827.67,
7.6,1.34783E-10,1.12348E-07,,46827.67,
7.8,1.34731E-10,1.11133E-07,,46827.67,
8,1.34741E-10,1.34933E-07,,46827.67,
8.2,1.34836E-10,1.37846E-07,,46827.67,
8.4,1.34819E-10,1.17879E-07,,46827.67,
8.6,1.34774E-10,1.23506E-07,,46827.67,
8.8,1.3488E-10,1.1609E-07,,46827.67,
9,1.34836E-10,1.05928E-07,,46827.67,
9.2,1.34924E-10,1.18914E-07,,46827.67,
9.4,1.34864E-10,1.27301E-07,,46827.67,
9.6,1.34903E-10,1.08394E-07,,46827.67,
9.8,1.34908E-10,1.04681E-07,,46827.67,
10,1.34972E-10,1.17387E-07,,46827.67,
10,1.34856E-10,1.06542E-07,,46827.67,
9.8,1.34935E-10,1.11952E-07,,46827.67,
9.6,1.3497E-10,1.0462E-07,,46827.67,
9.4,1.34942E-10,1.22108E-07,,46827.67,
9.2,1.34857E-10,1.30252E-07,,46827.67,
9,1.34806E-10,1.03068E-07,,46827.67,
8.8,1.3486E-10,1.25525E-07,,46827.67,
8.6,1.34845E-10,1.18599E-07,,46827.67,
8.4,1.34863E-10,1.28505E-07,,46827.67,
8.2,1.34761E-10,1.17266E-07,,46827.67,
8,1.34791E-10,1.29049E-07,,46827.67,
7.8,1.34735E-10,1.17278E-07,,46827.67,
7.6,1.34778E-10,1.02263E-07,,46827.67,
7.4,1.34685E-10,1.09692E-07,,46827.67,
7.2,1.34698E-10,1.16772E-07,,46827.67,
7,1.3462E-10,1.34243E-07,,46827.67,
6.8,1.34666E-10,1.24891E-07,,46827.67,
6.6,1.34564E-10,1.16119E-07,,46827.67,
6.4,1.34595E-10,1.21095E-07,,46827.67,
6.2,1.34521E-10,1.18093E-07,,46827.67,
6,1.34497E-10,1.41082E-07,,46827.67,
5.8,1.34439E-10,1.23804E-07,,46827.67,
5.6,1.34473E-10,1.26015E-07,,46827.67,
5.4,1.34292E-10,1.37259E-07,,46827.67,
5.2,1.34289E-10,1.3543E-07,,46827.67,
5,1.34265E-10,1.25768E-07,,46827.67,
4.8,1.34234E-10,1.42863E-07,,46827.67,
4.6,1.34121E-10,1.34336E-07,,46827.67,
4.4,1.34083E-10,1.27268E-07,,46827.67,
4.2,1.3396E-10,1.37504E-07,,46827.67,
4,1.33819E-10,1.27618E-07,,46827.67,
3.8,1.3378E-10,1.07223E-07,,46827.67,
3.6,1.33642E-10,1.30041E-07,,46827.67,
3.4,1.33591E-10,1.07834E-07,,46827.67,
3.2,1.33427E-10,1.23095E-07,,46827.67,
3,1.33258E-10,1.30322E-07,,46827.67,
2.8,1.32949E-10,1.28671E-07,,46827.67,
2.6,1.32743E-10,1.31929E-07,,46827.67,
2.4,1.32481E-10,1.4324E-07,,46827.67,
2.2,1.32109E-10,1.27219E-07,,46827.67,
2,1.31737E-10,1.16485E-07,,46827.67,
1.8,1.31201E-10,1.33684E-07,,46827.67,
1.6,1.3054E-10,1.32915E-07,,46827.67,
1.4,1.29782E-10,1.52746E-07,,46827.67,
1.2,1.28848E-10,1.35966E-07,,46827.67,
1,1.2754E-10,1.25975E-07,,46827.67,
0.8,1.2618E-10,1.51425E-07,,46827.67,
0.6,1.2486E-10,1.34246E-07,,46827.67,
0.4,1.23581E-10,1.24152E-07,,46827.67,
0.2,1.2249E-10,1.17238E-07,,46827.67,
0,1.21739E-10,1.33957E-07,,46827.67,
-0.2,1.21312E-10,1.20368E-07,,46827.67,
-0.4,1.2097E-10,1.29881E-07,,46827.67,
-0.6,1.20756E-10,1.19734E-07,,46827.67,
-0.8,1.20684E-10,1.25248E-07,,46827.67,
-1,1.20563E-10,1.00467E-07,,46827.67,
-1.2,1.20512E-10,1.0408E-07,,46827.67,
-1.4,1.20459E-10,1.10571E-07,,46827.67,
-1.6,1.20454E-10,9.04315E-08,,46827.67,
-1.8,1.20393E-10,7.50846E-08,,46827.67,
-2,1.20364E-10,7.85063E-08,,46827.67,
-2.2,1.20372E-10,7.05372E-08,,46827.67,
-2.4,1.20387E-10,6.78429E-08,,46827.67,
-2.6,1.20387E-10,7.91437E-08,,46827.67,
-2.8,1.20359E-10,9.23463E-08,,46827.67,
-3,1.20351E-10,8.28099E-08,,46827.67,
-3.2,1.20281E-10,8.09931E-08,,46827.67,
-3.4,1.20308E-10,7.64807E-08,,46827.67,
-3.6,1.20287E-10,9.63588E-08,,46827.67,
-3.8,1.20278E-10,8.68462E-08,,46827.67,
-4,1.20289E-10,6.20808E-08,,46827.67,
-4.2,1.20221E-10,8.90465E-08,,46827.67,
-4.4,1.20195E-10,7.07963E-08,,46827.67,
-4.6,1.20205E-10,9.01852E-08,,46827.67,
-4.8,1.20117E-10,9.98304E-08,,46827.67,
-5,1.20146E-10,8.76053E-08,,46827.67,
-5,1.20154E-10,1.07079E-07,,53723.39,
-4.8,1.20138E-10,1.21533E-07,,53723.39,
-4.6,1.20179E-10,1.07037E-07,,53723.39,
-4.4,1.20264E-10,9.4185E-08,,53723.39,
-4.2,1.2025E-10,1.05611E-07,,53723.39,
-4,1.20296E-10,9.36002E-08,,53723.39,
-3.8,1.20299E-10,1.08227E-07,,53723.39,
-3.6,1.20352E-10,1.04304E-07,,53723.39,
-3.4,1.20293E-10,1.13001E-07,,53723.39,
-3.2,1.20353E-10,9.19421E-08,,53723.39,
-3,1.20379E-10,1.04375E-07,,53723.39,
-2.8,1.20388E-10,1.09113E-07,,53723.39,
-2.6,1.20333E-10,1.2929E-07,,53723.39,
-2.4,1.20438E-10,1.16777E-07,,53723.39,
-2.2,1.2048E-10,1.10613E-07,,53723.39,
-2,1.2049E-10,1.03401E-07,,53723.39,
-1.8,1.2047E-10,9.48126E-08,,53723.39,
-1.6,1.20525E-10,1.27462E-07,,53723.39,
-1.4,1.20528E-10,1.26401E-07,,53723.39,
-1.2,1.20565E-10,1.21721E-07,,53723.39,
-1,1.206E-10,1.49561E-07,,53723.39,
-0.8,1.20711E-10,1.47479E-07,,53723.39,
-0.6,1.20793E-10,1.44568E-07,,53723.39,
-0.4,1.21038E-10,1.46441E-07,,53723.39,
-0.2,1.21338E-10,1.63916E-07,,53723.39,
0,1.2175E-10,1.62835E-07,,53723.39,
0.2,1.22569E-10,1.46046E-07,,53723.39,
0.4,1.23669E-10,1.56269E-07,,53723.39,
0.6,1.24959E-10,1.67084E-07,,53723.39,
0.8,1.2633E-10,1.60725E-07,,53723.39,
1,1.27691E-10,1.48364E-07,,53723.39,
1.2,1.28811E-10,1.64671E-07,,53723.39,
1.4,1.29808E-10,1.78548E-07,,53723.39,
1.6,1.30589E-10,1.5953E-07,,53723.39,
1.8,1.31224E-10,1.67574E-07,,53723.39,
2,1.31793E-10,1.83546E-07,,53723.39,
2.2,1.32161E-10,1.72142E-07,,53723.39,
2.4,1.32516E-10,1.59921E-07,,53723.39,
2.6,1.32809E-10,1.65035E-07,,53723.39,
2.8,1.33012E-10,1.6869E-07,,53723.39,
3,1.33198E-10,1.67434E-07,,53723.39,
3.2,1.33393E-10,1.56105E-07,,53723.39,
3.4,1.33559E-10,1.64487E-07,,53723.39,
3.6,1.3366E-10,1.65886E-07,,53723.39,
3.8,1.33783E-10,1.71903E-07,,53723.39,
4,1.33921E-10,1.73676E-07,,53723.39,
4.2,1.34023E-10,1.72827E-07,,53723.39,
4.4,1.3405E-10,1.57163E-07,,53723.39,
4.6,1.3416E-10,1.75411E-07,,53723.39,
4.8,1.34224E-10,1.50692E-07,,53723.39,
5,1.34258E-10,1.77256E-07,,53723.39,
5.2,1.34291E-10,1.59523E-07,,53723.39,
5.4,1.34341E-10,1.5693E-07,,53723.39,
5.6,1.34442E-10,1.39404E-07,,53723.39,
5.8,1.34426E-10,1.47373E-07,,53723.39,
6,1.34479E-10,1.6213E-07,,53723.39,
6.2,1.34608E-10,1.74512E-07,,53723.39,
6.4,1.34528E-10,1.64036E-07,,53723.39,
6.6,1.34599E-10,1.58682E-07,,53723.39,
6.8,1.34607E-10,1.74137E-07,,53723.39,
7,1.3464E-10,1.52643E-07,,53723.39,
7.2,1.34713E-10,1.65444E-07,,53723.39,
7.4,1.34748E-10,1.51139E-07,,53723.39,
7.6,1.34746E-10,1.32048E-07,,53723.39,
7.8,1.34746E-10,1.47914E-07,,53723.39,
8,1.34788E-10,1.70974E-07,,53723.39,
8.2,1.34782E-10,1.61753E-07,,53723.39,
8.4,1.34815E-10,1.56215E-07,,53723.39,
8.6,1.34844E-10,1.4045E-07,,53723.39,
8.8,1.34795E-10,1.38281E-07,,53723.39,
9,1.34864E-10,1.36915E-07,,53723.39,
9.2,1.34895E-10,1.63646E-07,,53723.39,
9.4,1.34868E-10,1.64737E-07,,53723.39,
9.6,1.34866E-10,1.68856E-07,,53723.39,
9.8,1.3495E-10,1.49185E-07,,53723.39,
10,1.35027E-10,1.68596E-07,,53723.39,
10,1.34934E-10,1.43112E-07,,53723.39,
9.8,1.34919E-10,1.50676E-07,,53723.39,
9.6,1.3486E-10,1.61656E-07,,53723.39,
9.4,1.34886E-10,1.53901E-07,,53723.39,
